연번,구인등록일,모집기간,사업장명,모집직종,구인인원,고용형태,임금형태,임금,근무지,입사형태,요구경력,요구학력,전공계열,요구자격증,사업장 주소,기업형태,담당기관,연락처
534,2019-07-24,2019-07-24 ~ 2019-08-07,나주목사골 영농조합법인,웹 디자이너,1,상용직,월급,"1,800,000",,경력,0년12개월,무관,,    ,전라남도 나주시 동수농공단지길 62-54 (운곡동),중소,광주고용청,1588-1519
535,2019-07-24,2019-07-24 ~ 2019-09-07,(주)케이에스종합관리,경리 사무원(아파트·빌딩),1,계약직,월급,"2,000,000",,무관,무관,무관,,전산회계2급  전산회계1급  ,광주광역시 남구 대남대로 2942층 (월산동),중소,광주고용청,1588-1519
536,2019-07-24,2019-07-24 ~ 2019-08-08,임실치즈축산업협동조합,기타 전기·전자 기기 설치·수리원,1,상용직,월급,"2,000,000",,무관,무관,고졸,,전기산업기사    ,전라북도 임실군 임실읍 봉황로 329,중소,전주고용,1588-1519
537,2019-07-24,2019-07-24 ~ 2019-08-17,주식회사 웰크론강원,제조 단순 종사원,10,상용직,시급,"8,350",,무관,무관,무관,,용접기능사    ,전라북도 군산시 자유무역1길 60주식회사 웰크론강원 (오식도동),중소,군산고용,1588-1519
538,2019-07-24,2019-07-24 ~ 2019-09-23,무안군장애인종합복지관,영양사,1,상용직,연봉,"20,941,800",,무관,무관,무관,,영양사    ,전라남도 무안군 무안읍 공항로 148-18,중소,목포고용,1588-1519
539,2019-07-24,2019-07-24 ~ 2019-09-23,(유)신양,금속가공 기계 조작원,5,상용직,시급,"8,350",,무관,무관,무관,,    ,전라남도 영암군 삼호읍 대불로 93,중소,목포고용,1588-1519
540,2019-07-24,2019-07-24 ~ 2019-08-07,건축사사무소마루,건축가(건축설계 포함),1,상용직,연봉,"24,000,000",,무관,무관,무관,건축· 설비공학,건축기사  건축산업기사  ,"제주특별자치도 제주시 신광로1길 10305호 (연동, 연동학산맨션)",중소,제주특별자치도지사,1588-1519
541,2019-07-24,2019-07-24 ~ 2019-08-31,포원정보통신(주),생산·품질 사무원 및 관리원(전기·전자·컴퓨터),2,상용직,월급,"2,050,000",,신입,무관,고졸,,    ,제주특별자치도 제주시 오라남로 14,중소,제주특별자치도지사,1588-1519
542,2019-07-24,2019-07-24 ~ 2019-08-31,지성농자재.농기계,농업용 및 기타 기계장비 설치 및 정비원,2,상용직,시급,"8,350",,무관,무관,무관,,    ,제주특별자치도 서귀포시 염돈로 9 (강정동),중소,서귀포지소,1588-1519
543,2019-07-24,2019-07-24 ~ 2019-09-23,대서종합건설(주),경리 사무원(건설),1,상용직,월급,"2,000,000",,경력,1년0개월,무관,,    ,제주특별자치도 서귀포시 천제연로214번길 201층 (중문동),중소,서귀포지소,1588-1519
544,2019-07-24,2019-07-24 ~ 2019-08-03,주식회사그린푸드,배송·납품 운전원(납품영업 포함),1,상용직,월급,"2,200,000",,무관,무관,무관,,자동차운전면허    ,대전광역시 중구 동서대로1321번길 4한솔3층 그린푸드 (용두동),중소,대전고용,1588-1519
545,2019-07-24,2019-07-24 ~ 2019-08-10,주식회사그린푸드,기타 사무원,1,상용직,월급,"1,350,000",,무관,무관,고졸,,    ,대전광역시 중구 동서대로1321번길 4한솔3층 그린푸드 (용두동),중소,대전고용,1588-1519
546,2019-07-24,2019-07-24 ~ 2019-08-04,고려대학교세종캠퍼스,학교행정 사무원(교무),4,계약직,월급,"2,500,000",,무관,무관,무관,,    ,세종특별자치시  조치원읍 세종로 2511고려대학교 세종캠퍼스,중소,세종고용센터,1588-1519
547,2019-07-24,2019-07-24 ~ 2019-08-09,(주)썬엘 청주(서울)휴게소,한식 조리사(일반 음식점),3,상용직,월급,"2,300,000",,무관,무관,무관,,    ,충청북도 청주시 흥덕구 옥산면 경부고속도로 318청주휴게소,중소,청주고용,1588-1519
548,2019-07-24,2019-07-24 ~ 2019-07-29,옥천군노인장애인복지관,사회복지사,1,계약직,월급,"1,800,000",,신입,무관,초대졸,가족·사회·복지학,사회복지사    ,충청북도 옥천군 옥천읍 삼양로8길 9옥천군노인장애인복지관,중소,옥천센터,1588-1519
549,2019-07-24,2019-07-24 ~ 2019-08-31,단양다사랑노인요양원,세탁원(다림질원),1,계약직,월급,"1,746,000",,무관,무관,무관,,    ,충청북도 단양군 대강면 온천로 197197,중소,인터넷,1588-1519
550,2019-07-24,2019-07-24 ~ 2019-09-23,(주)케이이씨,사무 보조원(일반사업체),1,상용직,월급,"1,750,000",,무관,무관,무관,,    ,충청북도 충주시 가주농공1길 17 (풍동),중소,충주고용,1588-1519
551,2019-07-24,2019-07-24 ~ 2019-09-23,(주)정화실업,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",1,파견근로,월급,"1,142,910",,경력,무관,무관,,    ,인천광역시 미추홀구 인주대로 489302호 (주안동),중소,인천시일자리센터,1588-1519
552,2019-07-24,2019-07-24 ~ 2019-08-10,(주)이지텍,기획·마케팅 사무원,1,상용직,연봉,"21,000,000",,경력,3년개월,무관,,    ,대전광역시 서구 대덕대로317번길 20401호 (월평동),중소,대전청년인력관리센터,1588-1519
553,2019-07-24,2019-07-24 ~ 2019-07-31,(주)이지텍,마케팅·광고·홍보·상품기획 사무원,1,상용직,연봉,"21,000,000",,경력,1년개월,무관,,    ,대전광역시 서구 대덕대로317번길 20401호 (월평동),중소,대전청년인력관리센터,1588-1519
554,2019-07-24,2019-07-24 ~ 2019-08-01,(주)이지텍,웹 디자이너,1,상용직,연봉,"21,000,000",,경력,1년개월,무관,,    ,대전광역시 서구 대덕대로317번길 20401호 (월평동),중소,대전청년인력관리센터,1588-1519
555,2019-07-24,2019-07-24 ~ 2019-09-23,현대케어송파복지센터,재가 요양보호사,1,시간제,시급,"11,000",,경력,1년개월,무관,,요양보호사1급    ,서울특별시 송파구 동남로3길 17태성 202호 (가락동),중소,하남일자리센터,1588-1519
556,2019-07-24,2019-07-24 ~ 2019-08-23,화성시다문화가족지원센터,데스크 안내원,1,계약직,시급,"12,000",,무관,무관,무관,,    ,경기도 화성시 태안로 145유앤아이센터 4층 (병점동),중소,화성시일자리,1588-1519
557,2019-07-24,2019-07-24 ~ 2019-08-23,주식회사 태룡에스디,아파트·빌라 경비원,1,계약직,월급,"1,900,000",,무관,무관,무관,,    ,경기도 고양시 일산동구 숲속마을1로 26다인타운 304호 태룡에스디 (풍동),중소,고양시청,1588-1519
558,2019-07-24,2019-07-24 ~ 2019-09-23,케이비엠플러스,아파트·빌라 경비원,1,파견근로,월급,"1,800,000",,경력,무관,무관,,    ,서울특별시 금천구 시흥대로 3022층 (독산동),중소,안양시청,1588-1519
559,2019-07-24,2019-07-24 ~ 2019-09-23,하이리치자산관리(주),"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",2,계약직,월급,"1,411,000",,무관,무관,무관,,    ,경기도 군포시 산본천로214번길 30상가-103 (산본동),중소,용인시청,1588-1519
560,2019-07-24,2019-07-24 ~ 2019-09-23,(주)삼흥(수원컨트리클럽),조경 식재원,1,계약직,월급,"2,199,260",,무관,무관,무관,,    ,경기도 용인시 기흥구 중부대로 495130 (구갈동),중소,용인시청,1588-1519
561,2019-07-24,2019-07-24 ~ 2019-09-23,주식회사 다굼,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",1,계약직,월급,"1,415,330",,무관,무관,무관,,    ,경기도 안양시 동안구 경수대로584번길 11201호 (호계동),중소,용인시청,1588-1519
562,2019-07-25,2019-07-25 ~ 2019-08-31,(주)일진신소재,지게차 운전원,3,상용직,월급,"2,000,000",,무관,무관,무관,,    ,울산광역시 남구 신여천로 41(주)일진신소재 (여천동),중소,울산지사,1588-1519
563,2019-07-25,2019-07-25 ~ 2019-09-24,(주)대륙제관,금속기계부품 조립원,5,계약직,월급,"1,475,150",,무관,무관,무관,,    ,충청남도 아산시 영인면 영인로202번길 1717,중소,충남지사,1588-1519
564,2019-07-25,2019-07-25 ~ 2019-08-13,(주)국제안전시스템,아파트·빌라 경비원,1,계약직,월급,"1,830,000",,무관,무관,무관,,    ,서울특별시 성북구 화랑로 286(석관동 3층),대기업,한국장애인고용안정협회,1588-1519
565,2019-07-25,2019-07-25 ~ 2019-07-31,한국장애인부모회,지도제작 및 지리정보시스템 전문가,1,계약직,월급,"2,100,000",,경력,2년개월,고졸,,    ,서울특별시 영등포구 의사당대로 22이룸센터 603호 (여의도동),중소,한국장애인부모회,1588-1519
566,2019-07-25,2019-07-25 ~ 2019-08-31,부천요양병원,웹 개발자(웹 엔지니어·웹 프로그래머),1,상용직,연봉,"19,000,000",,무관,무관,초대졸,,    ,경기도 부천시 길주로 321부천요양병원 (중동),중소,한국장애인단체총연합회,1588-1519
567,2019-07-25,2019-07-25 ~ 2019-08-06,구립역삼노인복지센터부설역삼데이케어,승합차 운전원,1,계약직,월급,"1,500,000",,무관,무관,무관,,요양보호사  자동차운전면허1종보통  ,서울특별시 강남구 도곡로27길 273층 구립 역삼데이케어센터 (역삼동),중소,서울강남고용,1588-1519
568,2019-07-25,2019-07-25 ~ 2019-09-15,(주)윈윈스포츠,백화점 판매원,2,상용직,월급,"1,881,050",,무관,무관,무관,체육,    ,서울특별시 강남구 언주로 706시그너스빌딩6층 (논현동),중소,서울강남고용,1588-1519
569,2019-07-25,2019-07-25 ~ 2019-08-08,주식회사 명문코리아,청소원,1,계약직,월급,"2,070,000",,무관,무관,무관,,    ,"서울특별시 서초구 반포대로 892층(서초동, 유민빌딩) (서초동)",중소,서초센터,1588-1519
570,2019-07-25,2019-07-25 ~ 2019-08-05,새롬교통(주),"노선버스 운전원(시내, 마을, 시외, 고속)",2,상용직,월급,"2,200,000",,무관,무관,무관,,    ,서울특별시 송파구 헌릉로 869송파공영차고지2층 (장지동),중소,서울동부고용,1588-1519
571,2019-07-25,2019-07-25 ~ 2019-08-23,진일패키징,종이제품 생산기계 조작원,1,상용직,연봉,"22,000,000",,무관,무관,무관,,    ,서울특별시 성동구 성수이로22길 43 (성수동2가),중소,서울동부고용,1588-1519
572,2019-07-25,2019-07-25 ~ 2019-08-30,(주)예원석재,건축 석공,1,상용직,월급,"2,000,000",,경력,2년0개월,무관,건축· 설비공학,전산응용건축제도기능사    ,서울특별시 송파구 송파대로48길 3 (송파동),중소,서울동부고용,1588-1519
573,2019-07-25,2019-07-25 ~ 2019-08-07,그린내,물건·이삿짐 운반원,1,상용직,월급,"1,746,000",,무관,무관,무관,,    ,서울특별시 서대문구 명지2길 14 (홍은동),중소,서울서부고용,1588-1519
574,2019-07-25,2019-07-25 ~ 2019-08-07,그린내,종이제품 생산기계 조작원,1,상용직,월급,"1,646,000",,무관,무관,무관,,    ,서울특별시 서대문구 명지2길 14 (홍은동),중소,서울서부고용,1588-1519
575,2019-07-25,2019-07-25 ~ 2019-09-24,마리아성모요양병원,기타 보건·의료 서비스 종사원,1,상용직,연봉,"20,941,800",,무관,무관,무관,,    ,서울특별시 영등포구 영중로 122마리아성모요양병원 (영등포동8가),중소,서울남부고용,1588-1519
576,2019-07-25,2019-07-25 ~ 2019-09-23,엘림에스(주),"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",1,시간제,월급,"1,306,107",,무관,무관,무관,,    ,서울특별시 영등포구 양산로 16202호,중소,서울남부고용,1588-1519
577,2019-07-25,2019-07-25 ~ 2019-08-17,(주)한빛티에스,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",2,계약직,월급,"1,306,180",,무관,무관,무관,,    ,서울특별시 노원구 동일로191길 322층 (공릉동),중소,서울북부,1588-1519
578,2019-07-25,2019-07-25 ~ 2019-08-31,삼우안전관리(주),"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",1,상용직,월급,"1,410,000",,무관,무관,무관,,    ,서울특별시 금천구 가산디지털2로 98롯데IT캐슬2동207호 (가산동),중소,서울관악고용,1588-1519
579,2019-07-25,2019-07-25 ~ 2019-08-20,사회복지법인삼농복지재단삼농실버마을,시설 요양보호사(노인요양사),1,계약직,월급,"1,900,000",,무관,무관,무관,,요양보호사1급    ,서울특별시 구로구 오류로8길 84- (오류동),중소,서울관악고용,1588-1519
580,2019-07-25,2019-07-25 ~ 2019-09-23,지평장애인자립생활센터,사회복지사(사회복지시설),2,계약직,월급,"1,750,000",,무관,무관,무관,,    ,부산광역시 동구 고관로 164일신빌딩 505호 (좌천동),중소,부산고용,1588-1519
581,2019-07-25,2019-07-25 ~ 2019-08-08,실버웰요양센터,물리치료사,1,계약직,월급,"2,000,000",,무관,무관,초대졸,,물리치료사    ,"부산광역시 서구 시약로 35실버웰요양센터 (서대신동3가, 실버웰)",중소,부산고용,1588-1519
582,2019-07-25,2019-07-25 ~ 2019-08-23,주식회사에스비시큐리티,보안 관제원(경비 관제원),1,계약직,월급,"2,213,166",,무관,무관,고졸,,    ,부산광역시 남구 수영로366번길 14에스비시큐리티 (대연동),중소,부산고용,1588-1519
583,2019-07-25,2019-07-25 ~ 2019-09-24,한국선재(주),지게차 운전원,1,상용직,월급,"2,900,000",,경력,3년개월,고졸,,지게차운전기능사    ,"부산광역시 사하구 하신번영로 27, 한국선재(주) (신평동)",중소,부산사하고용,1588-1519
584,2019-07-25,2019-07-25 ~ 2019-09-24,프로몰엔지니어링주식회사,"토목시공 기술자(토목견적, 공무포함)",1,상용직,월급,"2,300,000",,경력,3년0개월,초대졸,,전기공사기사  토목기사  ,부산광역시 기장군 정관읍 산단4로 33(정관읍 달산리 1051-6),중소,부산동부고용,1588-1519
585,2019-07-25,2019-07-25 ~ 2019-09-24,(주)경남금속,기타 비금속제품 생산기계 조작원,1,계약직,시급,"8,350",,무관,무관,무관,,    ,경상남도 창원시 성산구 공단로 148 (신촌동),중소,창원고용센터,1588-1519
586,2019-07-25,2019-07-25 ~ 2019-07-31,(주)대명티엠에스,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",1,시간제,월급,"1,200,000",,무관,무관,무관,,    ,대구광역시 남구 대봉로 683층,중소,대구서부고용,1588-1519
587,2019-07-25,2019-07-25 ~ 2019-09-24,(주)태성,건축 현장소장,1,상용직,월급,"4,160,000",,경력,5년0개월,무관,건축· 설비공학,건축기사    ,대구광역시 중구 명덕로 2272층 (대봉동),중소,대구고용,1588-1519
588,2019-07-25,2019-07-25 ~ 2019-09-24,주식회사 명가실업,식품 분야 단순 종사원,2,상용직,월급,"1,800,000",,무관,무관,무관,,    ,경상북도 김천시 공단3길 94 (응명동),중소,김천센터,1588-1519
589,2019-07-25,2019-07-25 ~ 2019-09-22,청하요양병원,일반 간호사,1,상용직,월급,"2,000,000",,무관,무관,무관,,간호사    ,경상북도 영주시 신재로24번길 91(가흥2동) (가흥동),중소,영주고용,1588-1519
590,2019-07-25,2019-07-25 ~ 2019-08-03,경상북도립안동노인전문요양병원,의무기록사,1,상용직,연봉,"28,000,000",,경력,5년0개월,무관,,    ,경상북도 안동시 남후면 남일로 1463경북도립안동노인병원,중소,안동고용,1588-1519
591,2019-07-25,2019-07-25 ~ 2019-09-23,하나요양병원,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",1,상용직,시급,"8,350",,무관,무관,무관,,    ,인천광역시 미추홀구 아암대로253번길 36송도하나요양병원 (학익동),중소,인천고용복지+센터,1588-1519
592,2019-07-25,2019-07-25 ~ 2019-09-24,주식회사 탑서비스,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",1,상용직,월급,"1,205,400",,경력,1년0개월,무관,,    ,인천광역시 미추홀구 매소홀로418번길 14-42 (학익동),중소,인천고용복지+센터,1588-1519
593,2019-07-25,2019-07-25 ~ 2019-08-03,주식회사 다원테크,전기·전자 부품·제품 조립원,2,상용직,시급,"8,350",,경력,1년0개월,무관,,    ,경기도 부천시 산업로8번길 22-133층 (오정동),중소,부천고용,1588-1519
594,2019-07-25,2019-07-25 ~ 2019-08-08,하이테크유일,연삭기 및 연마(광택)기 조작원,1,상용직,연봉,"30,000,000",,경력,1년0개월,무관,,    ,경기도 부천시 석천로 397부천테크노파크 쌍용3차 104동 517호 (삼정동),중소,부천고용,1588-1519
595,2019-07-25,2019-07-25 ~ 2019-09-24,선진식품(주),단체 급식 보조원,1,상용직,월급,"1,800,000",,경력,3년0개월,무관,,    ,경기도 안산시 단원구 동산로 48지원회관빌딩 113호 (원시동),중소,안산센터,1588-1519
596,2019-07-25,2019-07-25 ~ 2019-09-24,힐링웰요양병원,건물 보수원 및 영선원(아파트 기계·전기 시설관리 제외),1,상용직,시급,"8,350",,무관,무관,무관,,    ,"경기도 남양주시 호평로46번길 144층,5층(호평동 제뉴빌딩) (호평동)",중소,남양주센터,1588-1519
597,2019-07-25,2019-07-25 ~ 2019-09-15,주)마이제이디나눔기업,웹 디자이너,1,상용직,연봉,"21,000,000",,경력,1년0개월,무관,산업디자인,    ,경기도 남양주시 화도읍 비룡로524번길 32(주)마이제이디나눔기업,중소,남양주센터,1588-1519
598,2019-07-25,2019-07-25 ~ 2019-09-24,(주)에이스로지스,기타 사무원,1,상용직,월급,"2,000,000",,신입,무관,초대졸,,    ,경기도 이천시 마장면 오천로 94-12102호,중소,이천고용센터,1588-1519
599,2019-07-25,2019-07-25 ~ 2019-09-24,승인산업주식회사,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",1,상용직,월급,"1,415,330",,무관,무관,무관,,    ,"서울특별시 성북구 성북로4길 52스카이프라자 동관 1층 116호 (돈암동, 한신한진아파트)",중소,하남고용센터,1588-1519
600,2019-07-25,2019-07-25 ~ 2019-08-24,춘천장애인자립생활센터,상담 전문가,1,상용직,월급,"1,750,000",,무관,무관,무관,사회학,사회복지사    ,강원도 춘천시 삭주로 3별관동 1층 (교동),중소,춘천고용,1588-1519
601,2019-07-25,2019-07-25 ~ 2019-08-08,우리이웃장애인자립생활센터,사회복지사(사회복지시설),1,상용직,월급,"1,750,000",,신입,무관,초대졸,,사회복지사    ,광주광역시 북구 서하로233번길 5 (오치동),중소,광주고용청,1588-1519
602,2019-07-25,2019-07-25 ~ 2019-09-08,주식회사 엔유비즈,웹 개발자(웹 엔지니어·웹 프로그래머),2,상용직,월급,"1,800,000",,신입,무관,무관,,    ,광주광역시 서구 상무평화로 89상무구영드림빌 203호,중소,광주고용청,1588-1519
603,2019-07-25,2019-07-25 ~ 2019-08-31,양명요양병원,시설 요양보호사(노인요양사),1,상용직,연봉,"21,800,000",,무관,무관,무관,,요양보호사    ,광주광역시 동구 제봉로 35-6양명요양병원 (학동),중소,광주고용청,1588-1519
604,2019-07-25,2019-07-25 ~ 2019-08-09,힐링터치,사회복지사(사회복지시설),2,계약직,시급,"10,000",,무관,무관,초대졸,가족·사회·복지학,자동차운전면허    ,전라남도 순천시 성남앞길 21,중소,순천고용,1588-1519
605,2019-07-25,2019-07-25 ~ 2019-08-09,순천장애인자립생활센터,사회복지사(사회복지시설),1,상용직,월급,"1,800,000",,무관,무관,무관,,    ,전라남도 순천시 장명로 58순천문화원 1층 순천장애인자립생활센터 (장천동),중소,순천고용,1588-1519
606,2019-07-25,2019-07-25 ~ 2019-09-23,주식회사 제주파머스,배송·납품 운전원(납품영업 포함),1,상용직,월급,"2,200,000",,무관,무관,무관,,    ,제주특별자치도 제주시 애월읍 광성로 166,중소,제주특별자치도지사,1588-1519
607,2019-07-25,2019-07-25 ~ 2019-09-24,에스중앙병원,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",1,상용직,연봉,"21,000,000",,무관,무관,무관,,    ,제주특별자치도 제주시 월랑로 91 (이호이동),중소,제주특별자치도지사,1588-1519
608,2019-07-25,2019-07-25 ~ 2019-08-20,(주)넥스트이지,모바일 애플리케이션 프로그래머(앱·어플 개발),2,상용직,월급,"3,000,000",,경력,1년0개월,무관,,    ,제주특별자치도 제주시 첨단로 245-132층,중소,제주특별자치도지사,1588-1519
609,2019-07-25,2019-07-25 ~ 2019-08-20,(주)넥스트이지,웹 기획자,1,상용직,월급,"3,000,000",,무관,무관,무관,,    ,제주특별자치도 제주시 첨단로 245-132층,중소,제주특별자치도지사,1588-1519
610,2019-07-25,2019-07-25 ~ 2019-09-24,현성솔라텍,전기 부품·제품 생산기계 조작원,10,상용직,연봉,"36,000,000",,무관,무관,무관,,    ,충청북도 음성군 소이면 소이로 313현대에너지솔루션(주) 내 현성솔라텍,중소,음성고용센터,1588-1519
611,2019-07-25,2019-07-25 ~ 2019-09-24,한성이엔지,생산·품질 사무원 및 관리원(기계·자동차·금속),1,상용직,시급,"8,350",,무관,무관,고졸,,    ,충청남도 천안시 서북구 입장면 연곡길 180-35(가산리 27-23),중소,천안고용,1588-1519
612,2019-07-25,2019-07-25 ~ 2019-09-23,송현목장,낙농 종사원,1,상용직,월급,"1,900,000",,무관,무관,무관,,    ,충청남도 보령시 천북면 천광로 189-1,중소,보령고용,1588-1519
613,2019-07-25,2019-07-25 ~ 2019-09-24,주식회사 농민식품,두부 및 유사제품 생산기계 조작원,4,상용직,시급,"8,350",,무관,무관,무관,,    ,충청남도 서천군 종천면 종천공단길 16,중소,보령고용,1588-1519
614,2019-07-25,2019-07-25 ~ 2019-09-24,길랜드(주),경비원(건물 관리원),1,파견근로,월급,"1,600,000",,경력,1년개월,무관,,    ,인천광역시 남동구 남동대로733번길 33201호,중소,화성시일자리,1588-1519
615,2019-07-25,2019-07-25 ~ 2019-09-24,제상에스디(주),청소원,1,계약직,월급,"1,326,340",,무관,무관,무관,,    ,서울특별시 송파구 새말로15길 14-1314 (문정동105)2층 201호 (문정동),중소,안양시청,1588-1519
616,2019-07-25,2019-07-25 ~ 2019-08-24,주식회사 수산씨에스엠,일반기계 조립원,1,상용직,연봉,"27,500,000",,신입,무관,고졸,,    ,충청남도 아산시 음봉면 월암로 365,중소,아산시일자리,1588-1519
617,2019-07-25,2019-07-25 ~ 2019-09-24,주식회사 율곡,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",1,시간제,시급,"8,350",,무관,무관,무관,,    ,경상남도 창원시 성산구 반월로 38(주)율곡 (양곡동),중소,경남일자리,1588-1519
618,2019-07-26,2019-07-26 ~ 2019-08-04,(주)서울커뮤니케이션,경리 사무원(일반사업체),1,상용직,연봉,"25,000,000",,무관,무관,초대졸,금융·회계·세무학,    ,서울특별시 강남구 논현로 404정안빌딩 3층 (역삼동),중소,서울동부지사,1588-1519
619,2019-07-26,2019-07-26 ~ 2019-08-05,오스템임플란트(주),기타 기계 조립·검사원,5,계약직,시급,"9,000",,무관,무관,무관,,    ,서울특별시 금천구 가산디지털2로 123(가산동),중소,서울남부지사,1588-1519
620,2019-07-26,2019-07-26 ~ 2019-08-07,한국노동연구원,사무 보조원(공공기관),2,계약직,월급,"1,870,000",,무관,무관,무관,,    ,세종특별자치시  시청대로 370(반곡동),중소,대전지역본부,1588-1519
621,2019-07-26,2019-07-26 ~ 2019-08-16,한국토지주택공사,사무 보조원(일반사업체),8,계약직,월급,"1,790,000",,무관,0년개월,무관,,    ,경기도 성남시 분당구 탄천상로 95(구미동),"공사,공공",경기지역본부,1588-1519
622,2019-07-26,2019-07-26 ~ 2019-08-15,(재단법인)강릉아산병원,데스크 안내원,1,계약직,월급,"1,766,000",,무관,무관,무관,,    ,강원도 강릉시 사천면 방동길 38강릉아산병원,중소,강원지사,1588-1519
623,2019-07-26,2019-07-26 ~ 2019-08-17,한국장애인부모회,편의점 판매원,1,계약직,시급,"8,350",,무관,무관,고졸,,    ,서울특별시 영등포구 의사당대로 22이룸센터 603호 (여의도동),중소,한국장애인부모회,1588-1519
624,2019-07-26,2019-07-26 ~ 2019-08-17,한국장애인부모회,창고 관리원(자재 검수원 포함),1,계약직,월급,"2,070,000",,무관,무관,고졸,,    ,서울특별시 영등포구 의사당대로 22이룸센터 603호 (여의도동),중소,한국장애인부모회,1588-1519
625,2019-07-26,2019-07-26 ~ 2019-08-19,(주)쿱스토어광주전남 금호점,음식료품 판매원,1,시간제,시급,"10,000",,무관,0년개월,무관,,    ,광주광역시 서구 금화로 71(금호동),중소,광산구장애인복지관,1588-1519
626,2019-07-26,2019-07-26 ~ 2019-09-24,(주)관우개발,방재 기술자 및 연구원,2,계약직,월급,"2,200,000",,경력,1년0개월,무관,,    ,서울특별시 강남구 역삼로 536(주)관우개발 (대치동),중소,서울강남고용,1588-1519
627,2019-07-26,2019-07-26 ~ 2019-09-24,(주)맥서브,건물용 냉난방 설비 조작원,1,계약직,월급,"2,250,000",,무관,무관,무관,,    ,서울특별시 강남구 영동대로85길 28 (대치동),중소,서울강남고용,1588-1519
628,2019-07-26,2019-07-26 ~ 2019-08-10,라이프테크에프엠씨,회계 사무원(일반 사업체),1,상용직,월급,"2,000,000",,경력,2년0개월,무관,,    ,서울특별시 강남구 역삼로17길 19라이프테크 (역삼동),중소,서울강남고용,1588-1519
629,2019-07-26,2019-07-26 ~ 2019-08-05,(주)에이디티캡스,"IT 기술영업원(전산장비,소프트웨어) ",1,상용직,월급,"2,597,920",,경력,3년개월,대졸,,자동차운전면허1종보통  기계경비지도사  ,서울특별시 강남구 봉은사로 613,중소,서울강남고용,1588-1519
630,2019-07-26,2019-07-26 ~ 2019-09-24,(주)아람인테크,사업체 구내식당 급식 조리사,1,파견근로,월급,"1,202,400",,무관,무관,무관,,    ,서울특별시 강남구 논현로 416운기빌딩 7층 (역삼동),중소,서울강남고용,1588-1519
631,2019-07-26,2019-07-26 ~ 2019-07-31,(주)어스앤케이,백화점 판매원,2,상용직,월급,"1,745,150",,신입,무관,고졸,디자인일반,자동차운전면허    ,서울특별시 강남구 학동로101길 26418호 (청담동),중소,서울강남고용,1588-1519
632,2019-07-26,2019-07-26 ~ 2019-08-09,인지어스 유한회사,직업상담사,1,상용직,연봉,"25,000,000",,경력,0년6개월,초대졸,,직업상담사2급    ,서울특별시 강남구 선릉로 433세방빌딩 7층,중소,서울강남고용,1588-1519
633,2019-07-26,2019-07-26 ~ 2019-09-24,(주)아람인테크,단체 급식 보조원,2,파견근로,월급,"2,429,850",,경력,1년0개월,무관,,    ,서울특별시 강남구 논현로 416운기빌딩 7층 (역삼동),중소,서울강남고용,1588-1519
634,2019-07-26,2019-07-26 ~ 2019-09-24,(주)아람인테크,사업체 구내식당 급식 조리사,1,파견근로,월급,"1,202,400",,무관,무관,무관,,    ,서울특별시 강남구 논현로 416운기빌딩 7층 (역삼동),중소,서울강남고용,1588-1519
635,2019-07-26,2019-07-26 ~ 2019-08-13,와우전사,섬유·의복 분야 단순 종사원,1,계약직,월급,"1,950,000",,신입,무관,무관,,    ,서울특별시 중구 청구로10길 34-6지하 (신당동),중소,서울고용,1588-1519
636,2019-07-26,2019-07-26 ~ 2019-08-13,와우전사,의상 디자이너,1,계약직,월급,"1,900,000",,무관,무관,고졸,디자인일반,    ,서울특별시 중구 청구로10길 34-6지하 (신당동),중소,서울고용,1588-1519
637,2019-07-26,2019-07-26 ~ 2019-08-15,강동우리들요양병원,기타 보건·의료 서비스 종사원,1,상용직,월급,"1,530,000",,신입,무관,고졸,,    ,서울특별시 강동구 구천면로 202강동우리들요양병원 2층~전층,중소,서울동부고용,1588-1519
638,2019-07-26,2019-07-26 ~ 2019-08-23,광진나눔장애인자립생활센터,사회복지사(사회복지시설),1,계약직,월급,"1,900,000",,경력,2년0개월,고졸,가족·사회·복지학,사회복지사  자동차운전면허1종보통  ,서울특별시 광진구 자양로 2093층(장애인회관) (구의동),중소,서울동부고용,1588-1519
639,2019-07-26,2019-07-26 ~ 2019-09-24,윤창기공(주),건축안전·환경·품질·에너지관리 기술자,1,상용직,월급,"3,500,000",,경력,2년0개월,무관,산업공학,건설안전산업기사  산업안전산업기사  ,서울특별시 송파구 백제고분로41길 30윤창빌딩 (송파동),중소,서울동부고용,1588-1519
